anime,Gênero do anime,anime_url,anime_img,Quantidade de episódios do anime,Votos totais do anime,Avaliação do anime,Avaliação Categoria do anime,Contagem total de votos de todos os animes
High School Prodigies Have It Easy Even In Another World,"Action, Adventure, Fantasy, Isekai",https://www.crunchyroll.com/high-school-prodigies-have-it-easy-even-in-another-world,https://img1.ak.crunchyroll.com/i/spire1/ebc3cee0d3d66bc61c79c6a3bf4f3d2b1569965179_full.jpg,12,189,3.16,Bom,269909
Digimon Adventure tri.,"Adventure, Drama, Sci-fi",https://www.crunchyroll.com/digimon-adventure-tri,https://img1.ak.crunchyroll.com/i/spire1/b02e8e0d9f590d92c7ad3fd791fe0d2c1512769874_full.jpg,26,188,4.32,Excelente,269909
Tsukigakirei,"Drama, Romance, Slice of life",https://www.crunchyroll.com/tsukigakirei,https://img1.ak.crunchyroll.com/i/spire3/af334aeaa3a5401d604d7333a40d9ccb1493161743_full.jpg,13,186,4.82,Excelente,269909
Masamune-kun's Revenge,"Comedy, Drama, Romance",https://www.crunchyroll.com/masamune-kuns-revenge,https://img1.ak.crunchyroll.com/i/spire4/e2ee07328be2ad91eb1325a4310799091532553339_full.jpg,13,186,3.61,Bom,269909
Do You Love Your Mom and Her Two-Hit Multi-Target Attacks?,,https://www.crunchyroll.com/do-you-love-your-mom-and-her-two-hit-multi-target-attacks,https://img1.ak.crunchyroll.com/i/spire3/08dc0b300fca1be155cb7d6252fd3c0f1562792915_full.jpg,12,186,2.84,Neutro,269909
Kotoura-san,"Comedy, Drama, Romance, Supernatural",https://www.crunchyroll.com/kotoura-san,https://img1.ak.crunchyroll.com/i/spire1/b888c171fc749d4951e5711992960e6b1533939080_full.jpg,12,182,4.58,Excelente,269909
Sword Art Online Alternative: Gun Gale Online,"Action, Adventure, Drama, Isekai, Sci-fi",https://www.crunchyroll.com/sword-art-online-alternative-gun-gale-online,https://img1.ak.crunchyroll.com/i/spire4/88fd796020664ac4cfa103891a487e2f1523056672_full.jpg,13,182,3.73,Bom,269909
ZOMBIE LAND SAGA,"Comedy, Drama, Idols, Music, Supernatural",https://www.crunchyroll.com/zombie-land-saga,https://img1.ak.crunchyroll.com/i/spire4/fa152294500d068e6a0c19086dc000b21538634514_full.jpg,12,181,4.5,Excelente,269909
I Can't Understand What My Husband Is Saying,"Comedy, Romance, Seinen, Slice of life",https://www.crunchyroll.com/i-cant-understand-what-my-husband-is-saying,https://img1.ak.crunchyroll.com/i/spire2/f6f7c9535c942abd78d2e79d4930054b1427742235_full.jpg,26,180,4.65,Excelente,269909
My Mental Choices are Completely Interfering with my School Romantic Comedy,"Comedy, Harem, Romance, Slice of life",https://www.crunchyroll.com/my-mental-choices-are-completely-interfering-with-my-school-romantic-comedy,https://img1.ak.crunchyroll.com/i/spire4/b37a1cfc55bd1bbbbe406686b102dff71381182918_full.jpg,10,179,4.37,Excelente,269909
Total Eclipse,"Action, Adventure, Mecha",https://www.crunchyroll.com/total-eclipse,https://img1.ak.crunchyroll.com/i/spire3/9c6f496c9bf1d83a9ca879bf90e975ff1339620971_full.jpg,25,179,3.68,Bom,269909
ASSASSINS PRIDE,"Action, Fantasy",https://www.crunchyroll.com/assassins-pride,https://img1.ak.crunchyroll.com/i/spire3/cc63e8a94f2028ff91b9c451e023e10a1570487820_full.jpg,12,179,3.17,Bom,269909
Os Cavaleiros do Zodíaco - Ômega,,https://www.crunchyroll.com/saint-seiya-omega,https://img1.ak.crunchyroll.com/i/spire1/80314f46c97f61248c6d945e76a06ca61333396790_full.jpg,97,177,4.05,Excelente,269909
Hundred,"Action, Comedy, Fantasy, Harem, Romance, Sci-fi",https://www.crunchyroll.com/hundred,https://img1.ak.crunchyroll.com/i/spire2/7fdc1bac364cad4b9c864561e3e6813b1529088203_full.jpg,12,177,3.05,Bom,269909
My First Girlfriend is a Gal,"Comedy, Harem, Romance, Slice of life",https://www.crunchyroll.com/my-first-girlfriend-is-a-gal,https://img1.ak.crunchyroll.com/i/spire1/873c27e421082f024bb235c590bd35fd1499834799_full.jpg,10,175,3.42,Bom,269909
Laid-Back Camp,"Adventure, Comedy, Slice of life",https://www.crunchyroll.com/laid-back-camp,https://img1.ak.crunchyroll.com/i/spire4/5ac5fff410cb66c57ce0d2ea2617d08d1515076527_full.jpg,12,174,4.84,Excelente,269909
NEW GAME!,"Comedy, Slice of life",https://www.crunchyroll.com/new-game,https://img1.ak.crunchyroll.com/i/spire1/68af8ecae409291f8d6278a82cbf9b491499909337_full.jpg,24,174,4.5,Excelente,269909
Restaurant to Another World,"Drama, Fantasy, Isekai, Seinen, Slice of life",https://www.crunchyroll.com/restaurant-to-another-world,https://img1.ak.crunchyroll.com/i/spire2/10b117017d07aa836665f0608ef46ad11498717948_full.jpg,12,174,4.49,Excelente,269909
Cells at Work!,Comedy,https://www.crunchyroll.com/cells-at-work,https://img1.ak.crunchyroll.com/i/spire3/62efd37b4358eb2302a4f3c94bb85aa91530946368_full.jpg,14,172,4.76,Excelente,269909
Knight’s & Magic,"Action, Adventure, Isekai, Mecha, Sci-fi",https://www.crunchyroll.com/knights-magic,https://img1.ak.crunchyroll.com/i/spire4/ca81ded75159b3eba12bdc433184abab1500918988_full.jpg,13,172,3.97,Bom,269909
The World is Still Beautiful,"Adventure, Fantasy, Romance, Shojo",https://www.crunchyroll.com/the-world-is-still-beautiful,https://img1.ak.crunchyroll.com/i/spire2/f584f1a1c42a9d60d96b7b899c950a901396569315_full.jpg,12,171,4.65,Excelente,269909
Wolf Girl and Black Prince,"Comedy, Romance, Shojo, Slice of life",https://www.crunchyroll.com/wolf-girl-and-black-prince,https://img1.ak.crunchyroll.com/i/spire2/294147950163234facd7bde3366d142b1412462203_full.jpg,12,170,3.95,Bom,269909
Run with the Wind,"Drama, Shonen, Slice of life, Sports",https://www.crunchyroll.com/run-with-the-wind,https://img1.ak.crunchyroll.com/i/spire3/cabfcbdfb646e8a96e4c2418cac38ce81538453543_full.jpg,23,168,4.95,Excelente,269909
Angels of Death,Mystery,https://www.crunchyroll.com/angels-of-death,https://img1.ak.crunchyroll.com/i/spire1/8f4360f3e165b0356a5f9859f57bda4b1530856755_full.jpg,16,167,3.89,Bom,269909
Mushishi,"Adventure, Fantasy, Seinen, Slice of life, Supernatural",https://www.crunchyroll.com/mushi-shi,https://img1.ak.crunchyroll.com/i/spire2/3cc855b30696ef70482ccf0ed345e1921388181894_full.jpg,22,166,4.88,Excelente,269909
Uta no Prince Sama,"Drama, Harem, Music, Romance",https://www.crunchyroll.com/uta-no-prince-sama,https://img1.ak.crunchyroll.com/i/spire1/eb574ad8eca9c73a41a5e08b9b4264e51431481219_full.jpg,39,166,4.42,Excelente,269909
"Problem Children are Coming from Another World, aren't they?","Action, Comedy, Fantasy, Isekai",https://www.crunchyroll.com/problem-children-are-coming-from-another-world-arent-they,https://img1.ak.crunchyroll.com/i/spire4/5e5a8d0f46487186e64687b046e0eb691357673527_full.jpg,10,165,4.6,Excelente,269909
Alderamin on the Sky,"Action, Adventure, Drama, Fantasy",https://www.crunchyroll.com/alderamin-on-the-sky,https://img1.ak.crunchyroll.com/i/spire2/2a560a83c5ba6eefb87200bc4a03ddad1467930221_full.jpg,13,165,4.54,Excelente,269909
91 Days,"Action, Drama, Historical, Seinen",https://www.crunchyroll.com/91-days,https://img1.ak.crunchyroll.com/i/spire3/e91939a4f48ac442425e1ded03ba36731467927131_full.jpg,14,163,4.72,Excelente,269909
RADIANT,"Action, Adventure, Fantasy, Shonen",https://www.crunchyroll.com/radiant,https://img1.ak.crunchyroll.com/i/spire2/e75203df3d9fbee76d042cb172994f1d1571271082_full.jpg,42,162,3.77,Bom,269909
The Fruit of Grisaia,"Drama, Romance, Thriller",https://www.crunchyroll.com/the-fruit-of-grisaia,https://img1.ak.crunchyroll.com/i/spire1/b55af73258d22994da6763bf921dd3981411851215_full.jpg,24,161,4.41,Excelente,269909
GOD EATER,"Action, Post-apocalyptic, Sci-fi",https://www.crunchyroll.com/god-eater,https://img1.ak.crunchyroll.com/i/spire4/fd241d37083abbc9adb3ad008167ba9b1438800120_full.jpg,13,161,4.0,Bom,269909
Welcome to Demon School! Iruma-kun,"Comedy, Supernatural",https://www.crunchyroll.com/welcome-to-demon-school-iruma-kun,https://img1.ak.crunchyroll.com/i/spire4/1b8bbdf3fa604e61cbf760cd93a6ab901570139985_full.jpg,23,158,4.79,Excelente,269909
Kamigami no Asobi,"Harem, Romance, Supernatural",https://www.crunchyroll.com/kamigami-no-asobi,https://img1.ak.crunchyroll.com/i/spire1/b841d550e4e8b37f78860b9d12091e921402512685_full.jpg,12,158,4.36,Excelente,269909
The Quintessential Quintuplets,"Comedy, Harem, Romance, Slice of life",https://www.crunchyroll.com/the-quintessential-quintuplets,https://img1.ak.crunchyroll.com/i/spire1/a2b8d11869efab5a512a1199ce81548a1547076276_full.jpg,12,157,4.56,Excelente,269909
Maoyu,"Adventure, Fantasy, Romance",https://www.crunchyroll.com/maoyu,https://img1.ak.crunchyroll.com/i/spire3/f8fac7a1c5cef184eeaff834fc98bcfb1357156029_full.jpg,12,157,4.35,Excelente,269909
WorldEnd: What do you do at the end of the world? Are you busy? Will you save us,"Drama, Fantasy, Romance, Sci-fi, Seinen",https://www.crunchyroll.com/worldend-what-do-you-do-at-the-end-of-the-world-are-you-busy-will-you-save-us,https://img1.ak.crunchyroll.com/i/spire1/fe604ed8734e831ceeb0e827c45815971492038534_full.jpg,12,156,4.64,Excelente,269909
GLASSLIP,"Drama, Romance, Slice of life",https://www.crunchyroll.com/glasslip,https://img1.ak.crunchyroll.com/i/spire1/93f86790998560f5a3dfe2d17fb5ff3b1403820617_full.jpg,13,155,2.83,Neutro,269909
Witch Craft Works,"Action, Fantasy, Seinen, Supernatural",https://www.crunchyroll.com/witch-craft-works,https://img1.ak.crunchyroll.com/i/spire3/3361a8826a8a95ec98e320b64962b3541505347682_full.jpg,12,153,4.33,Excelente,269909
Flowers of Evil,"Drama, Romance, Shonen, Thriller",https://www.crunchyroll.com/flowers-of-evil,https://img1.ak.crunchyroll.com/i/spire2/81b089af2d4affb17c7e01cbf20638561365212516_full.jpg,13,151,4.24,Excelente,269909
given,"Drama, Music, Romance",https://www.crunchyroll.com/given,https://img1.ak.crunchyroll.com/i/spire2/b0ccaf974df65b4a74c0b84f3696ecd41562788869_full.jpg,11,149,4.85,Excelente,269909
KARAKAI JOZU NO TAKAGI-SAN,"Comedy, Romance, Slice of life",https://www.crunchyroll.com/karakai-jozu-no-takagi-san,https://img1.ak.crunchyroll.com/i/spire1/0ecc80ed74ddb2c26df3c0c8711cda671515201557_full.jpg,12,149,4.82,Excelente,269909
Interviews with Monster Girls,"Comedy, Seinen, Slice of life, Supernatural",https://www.crunchyroll.com/interviews-with-monster-girls,https://img1.ak.crunchyroll.com/i/spire1/bf00bb9314272a29b058894cf331d6ed1483790667_full.jpg,26,149,4.66,Excelente,269909
Sunday Without God,"Adventure, Drama, Fantasy, Mystery, Post-apocalyptic, Supernatural",https://www.crunchyroll.com/sunday-without-god,https://img1.ak.crunchyroll.com/i/spire1/d4e0f7bb37eb53e7c79a355c948d665b1373186751_full.jpg,12,148,4.44,Excelente,269909
The Lost Village,"Comedy, Mystery, Supernatural, Thriller",https://www.crunchyroll.com/the-lost-village,https://img1.ak.crunchyroll.com/i/spire1/0c7a446d4b906b325acf65f78cbe4bd41459543054_full.jpg,12,148,3.09,Bom,269909
Taboo Tattoo,"Action, Fantasy, Sci-fi",https://www.crunchyroll.com/taboo-tattoo,https://img1.ak.crunchyroll.com/i/spire2/7b0a1af7b3edf481daff9666590f96a41467608461_full.jpg,12,148,2.24,Neutro,269909
March comes in like a lion,"Drama, Romance",https://www.crunchyroll.com/march-comes-in-like-a-lion,https://img1.ak.crunchyroll.com/i/spire4/6d28a93bd474e377db459f05021f25ff1507942227_full.jpg,45,146,4.79,Excelente,269909
HINAMATSURI,"Comedy, Drama, Slice of life, Supernatural",https://www.crunchyroll.com/hinamatsuri,https://img1.ak.crunchyroll.com/i/spire3/a96c256019920b13cff748e473228d351522977218_full.jpg,12,146,4.79,Excelente,269909
Haven’t You Heard? I’m Sakamoto,"Comedy, Seinen, Slice of life",https://www.crunchyroll.com/havent-you-heard-im-sakamoto,https://img1.ak.crunchyroll.com/i/spire3/c836efd49dded6ba59d4aa9e162222c61531953960_full.jpg,13,145,4.57,Excelente,269909
The Ambition of Oda Nobuna,"Action, Fantasy, Historical",https://www.crunchyroll.com/the-ambition-of-oda-nobuna,https://img1.ak.crunchyroll.com/i/spire3/630663a7141eab297e4e4f91daf2345b1339706264_full.jpg,12,145,4.56,Excelente,269909
BLEND-S,"Comedy, Slice of life",https://www.crunchyroll.com/blend-s,https://img1.ak.crunchyroll.com/i/spire4/c15e58f7beaf54646c1ad0bcbb4886ff1507336620_full.jpg,12,144,4.53,Excelente,269909
Didn't I say to make my abilities average in the next life,"Comedy, Fantasy, Isekai",https://www.crunchyroll.com/didnt-i-say-to-make-my-abilities-average-in-the-next-life,https://img1.ak.crunchyroll.com/i/spire3/89f652de5eeea32c66b1ce8b8ed321fd1570055637_full.jpg,12,144,3.81,Bom,269909
Tonari no Seki-kun: The Master of Killing Time,"Comedy, Romance, Seinen, Slice of life",https://www.crunchyroll.com/tonari-no-seki-kun-the-master-of-killing-time,https://img1.ak.crunchyroll.com/i/spire1/38bb57dd62113be9d617e3444caa27d51388427345_full.jpg,21,143,4.7,Excelente,269909
Magical Girl Raising Project,"Action, Drama, Fantasy, Seinen",https://www.crunchyroll.com/magical-girl-raising-project,https://img1.ak.crunchyroll.com/i/spire2/5e2d98db4c41c552f373441c7ab34de61483472913_full.jpg,12,143,3.6,Bom,269909
MEKAKUCITY ACTORS,"Action, Music, Romance, Sci-fi",https://www.crunchyroll.com/mekakucity-actors,https://img1.ak.crunchyroll.com/i/spire4/65bf061d56748adb0057e96f3b6221ac1397156105_full.jpg,12,142,4.07,Excelente,269909
ORESUKI Are you the only one who loves me?,Romance,https://www.crunchyroll.com/oresuki-are-you-the-only-one-who-loves-me,https://img1.ak.crunchyroll.com/i/spire2/d207626e8baa71938e43965f2fdf9b841569978229_full.jpg,13,141,4.68,Excelente,269909
Sound! Euphonium,"Drama, Music, Romance, Slice of life",https://www.crunchyroll.com/sound-euphonium,https://img1.ak.crunchyroll.com/i/spire3/6f75a04362fadee1a5890e8d413d722b1477942259_full.jpg,27,141,4.65,Excelente,269909
Ushio and Tora,"Action, Adventure, Fantasy, Shonen, Supernatural",https://www.crunchyroll.com/ushio-and-tora,https://img1.ak.crunchyroll.com/i/spire1/153485f765efc8131b7ddc924538d0bd1459362513_full.jpg,39,141,4.57,Excelente,269909
Flying Witch,"Comedy, Fantasy, Shonen, Slice of life, Supernatural",https://www.crunchyroll.com/flying-witch,https://img1.ak.crunchyroll.com/i/spire3/71db9b8dbcbd69284df73b4c1e6ef3df1460066070_full.jpg,12,139,4.69,Excelente,269909
Campione!,"Fantasy, Harem, Romance",https://www.crunchyroll.com/campione,https://img1.ak.crunchyroll.com/i/spire3/b875e1859893863a735e70051743c7f61532555393_full.jpg,13,139,4.37,Excelente,269909
Brynhildr in the Darkness,"Action, Drama, Fantasy, Mystery, Romance",https://www.crunchyroll.com/brynhildr-in-the-darkness,https://img1.ak.crunchyroll.com/i/spire4/bcf91aca242a6121922a362ad6077bea1396738971_full.jpg,13,139,3.91,Bom,269909
Blade and Soul,"Action, Adventure, Fantasy",https://www.crunchyroll.com/blade-and-soul,https://img1.ak.crunchyroll.com/i/spire4/14b8893e3a46ba0bc9038150be10b4da1396550597_full.jpg,13,138,3.02,Bom,269909
Silver Spoon,"Comedy, Romance, Shonen, Slice of life",https://www.crunchyroll.com/silver-spoon,https://img1.ak.crunchyroll.com/i/spire4/797ee6f4f0b43b1a1f96aa380d8fce4d1373187155_full.jpg,22,136,4.91,Excelente,269909
You and Me 2,Slice of life,https://www.crunchyroll.com/you-and-me-2,https://img1.ak.crunchyroll.com/i/spire2/9668d567f0eac7c864db0dff024a34271333122773_full.jpg,13,136,4.73,Excelente,269909
Kino no Tabi -the Beautiful World- the Animated Series,"Action, Adventure, Drama, Fantasy, Mystery, Seinen, Slice of life",https://www.crunchyroll.com/kinos-journey-the-beautiful-world-the-animated-series,https://img1.ak.crunchyroll.com/i/spire3/2dea28d9e1164f3dc918df0bff7c4cd41507268536_full.jpg,12,136,4.54,Excelente,269909
DRAMAtical Murder,"Action, Drama, Romance, Sci-fi",https://www.crunchyroll.com/dramatical-murder,https://img1.ak.crunchyroll.com/i/spire1/91c3c07b001931bcdb342bb21b711c581404631762_full.jpg,12,135,3.99,Bom,269909
Ace Attorney,"Comedy, Drama, Mystery",https://www.crunchyroll.com/ace-attorney,https://img1.ak.crunchyroll.com/i/spire1/be9da4b43d277a66dc4d6b30b0fc66451539039605_full.jpg,47,134,3.78,Bom,269909
Yowamushi Pedal,"Action, Drama, Shonen, Sports",https://www.crunchyroll.com/yowamushi-pedal,https://img1.ak.crunchyroll.com/i/spire1/7a36b97db217210884787b989c48b9eb1412362077_full.jpg,65,133,4.79,Excelente,269909
"If It's for My Daughter, I'd Even Defeat a Demon Lord","Fantasy, Slice of life",https://www.crunchyroll.com/if-its-for-my-daughter-id-even-defeat-a-demon-lord,https://img1.ak.crunchyroll.com/i/spire1/51e9283b8ebb3d798076c1860a561e9f1562249422_full.jpg,12,133,4.03,Excelente,269909
Tsuredure Children,"Comedy, Drama, Romance, Shonen, Slice of life",https://www.crunchyroll.com/tsuredure-children,https://img1.ak.crunchyroll.com/i/spire3/f9f6337b02f4cd45d88036aeeda724781532553378_full.jpg,12,132,4.61,Excelente,269909
Fuuka,"Drama, Music, Romance, Shonen",https://www.crunchyroll.com/fuuka,https://img1.ak.crunchyroll.com/i/spire2/3b86bbf3ad40f36f86df634e138837ca1484112439_full.jpg,12,132,3.4,Bom,269909
One-Punch Man,"Action, Comedy, Shonen",https://www.crunchyroll.com/one-punch-man,https://img1.ak.crunchyroll.com/i/spire2/486f88e5889422c72ab7b12a58f794721554828665_full.jpg,25,127,4.22,Excelente,269909
World Break: Aria of Curse for a Holy Swordsman,"Action, Fantasy, Harem, Romance, Seinen",https://www.crunchyroll.com/world-break-aria-of-curse-for-a-holy-swordsman,https://img1.ak.crunchyroll.com/i/spire1/a36fca80fc4921ae3526be21f4ae20361420839553_full.jpg,12,125,3.5,Bom,269909
Non Non Biyori,"Comedy, Seinen, Slice of life",https://www.crunchyroll.com/non-non-biyori,https://img1.ak.crunchyroll.com/i/spire1/f24f103a10fd45daab2d4754d2e384b71437527434_full.jpg,24,124,4.77,Excelente,269909
"Kiss Him, Not Me","Comedy, Harem, Romance, Shojo",https://www.crunchyroll.com/kiss-him-not-me,https://img1.ak.crunchyroll.com/i/spire3/d34e93dbf1f415f97abc6d0bcf9530441475826495_full.jpg,12,123,4.48,Excelente,269909
A Sister's All You Need.,"Comedy, Drama, Harem, Romance, Slice of life",https://www.crunchyroll.com/a-sisters-all-you-need,https://img1.ak.crunchyroll.com/i/spire2/280373cfd5d6c270ca614b21b883362c1507939705_full.jpg,12,122,4.31,Excelente,269909
PUNCH LINE,"Action, Comedy, Sci-fi, Supernatural",https://www.crunchyroll.com/punch-line,https://img1.ak.crunchyroll.com/i/spire4/32364c0341343859046ed51f004216b41428009679_full.jpg,12,122,4.26,Excelente,269909
Sengoku Collection (Parallel World Samurai),"Comedy, Fantasy, Historical",https://www.crunchyroll.com/sengoku-collection-parallel-world-samurai,https://img1.ak.crunchyroll.com/i/spire3/f8e77ffccd87f92a284f83b780c1fd301333469169_full.jpg,26,122,4.21,Excelente,269909
sweetness & lightning,"Comedy, Drama, Seinen, Slice of life",https://www.crunchyroll.com/sweetness-lightning,https://img1.ak.crunchyroll.com/i/spire3/adeebec82242cd8f432f4e244af81a061467608954_full.jpg,12,121,4.7,Excelente,269909
Asobi Asobase - workshop of fun -,"Comedy, Slice of life",https://www.crunchyroll.com/asobi-asobase-workshop-of-fun-,https://img1.ak.crunchyroll.com/i/spire2/6c109728160434e952a2e4ddfec1844c1531041569_full.jpg,12,120,4.81,Excelente,269909
Myriad Colors Phantom World,"Fantasy, Slice of life",https://www.crunchyroll.com/myriad-colors-phantom-world,https://img1.ak.crunchyroll.com/i/spire3/961d72f6b3825bca53b772996d47eae91452021340_full.jpg,13,120,3.88,Bom,269909
Ascendance of a Bookworm,"Adventure, Fantasy, Isekai",https://www.crunchyroll.com/ascendance-of-a-bookworm,https://img1.ak.crunchyroll.com/i/spire1/abb59102f88dba0b083e225db4421ee01569893751_full.jpg,16,119,4.71,Excelente,269909
Saekano -How to Raise a Boring Girlfriend-,"Comedy, Drama, Harem, Romance, Slice of life",https://www.crunchyroll.com/saekano-how-to-raise-a-boring-girlfriend-,https://img1.ak.crunchyroll.com/i/spire4/30eb07003c901066a9db027399c77ad41420598162_full.jpg,13,119,4.31,Excelente,269909
Tanaka-kun is Always Listless,"Comedy, Shonen, Slice of life",https://www.crunchyroll.com/tanaka-kun-is-always-listless,https://img1.ak.crunchyroll.com/i/spire4/83f81ae9ac9b3ff32f03e259cbce3d741460065974_full.jpg,12,118,4.73,Excelente,269909
How to Keep a Mummy,"Comedy, Slice of life, Supernatural",https://www.crunchyroll.com/how-to-keep-a-mummy,https://img1.ak.crunchyroll.com/i/spire3/7f430180701beef5a7456e15f8dfb3401515660254_full.jpg,12,117,4.77,Excelente,269909
Love Tyrant,"Comedy, Fantasy, Harem, Romance, Supernatural",https://www.crunchyroll.com/love-tyrant,https://img1.ak.crunchyroll.com/i/spire1/709f009f655cd4f3e45fe22d5f23b8231491460185_full.jpg,12,117,3.84,Bom,269909
SHIROBAKO,,https://www.crunchyroll.com/shirobako,https://img1.ak.crunchyroll.com/i/spire4/eec93e750b6b873f13e04a2c77d57dca1412806442_full.jpg,24,111,4.85,Excelente,269909
Izetta: The Last Witch,"Action, Drama, Fantasy, Historical, Romance, Supernatural",https://www.crunchyroll.com/izetta-the-last-witch,https://img1.ak.crunchyroll.com/i/spire2/abcc6053c4fdcdab998997a8aaa2708f1475018758_full.jpg,12,111,4.03,Excelente,269909
My Roommate is a Cat,"Comedy, Drama, Slice of life",https://www.crunchyroll.com/my-roommate-is-a-cat,https://img1.ak.crunchyroll.com/i/spire1/f2e9101be6f96bf61ad3dd7c59cf95151547049778_full.jpg,12,109,4.79,Excelente,269909
White Album 2,"Drama, Harem, Idols, Music, Romance, Slice of life",https://www.crunchyroll.com/white-album-2,https://img1.ak.crunchyroll.com/i/spire3/eb8e031b31c11a2dc86f67356c3b33fe1380822049_full.jpg,13,109,4.3,Excelente,269909
Beautiful Bones -Sakurako's Investigation-,"Drama, Mystery, Thriller",https://www.crunchyroll.com/beautiful-bones-sakurakos-investigation-,https://img1.ak.crunchyroll.com/i/spire1/cc524e45cf051cc9aedf2865e92440161444328430_full.jpg,12,108,4.56,Excelente,269909
Pop Team Epic,"Action, Comedy",https://www.crunchyroll.com/pop-team-epic,https://img1.ak.crunchyroll.com/i/spire4/bb673c0b1d84bd936c5819ed2b1e36701515252231_full.jpg,16,108,3.92,Bom,269909
AHO-GIRL,"Comedy, Slice of life",https://www.crunchyroll.com/aho-girl,https://img1.ak.crunchyroll.com/i/spire1/38529679dfcb6e71142fd496087a7cfe1532553227_full.jpg,12,107,4.24,Excelente,269909
Spiritpact,"Action, Adventure, Drama, Seinen, Supernatural",https://www.crunchyroll.com/spiritpact,https://img1.ak.crunchyroll.com/i/spire1/7b30e330965dd4b3dfb464baa6116e571519666590_full.jpg,22,107,3.75,Bom,269909
Showa Genroku Rakugo Shinju,"Drama, Historical, Romance",https://www.crunchyroll.com/showa-genroku-rakugo-shinju,https://img1.ak.crunchyroll.com/i/spire4/1a5cf74930e3f840d1e4722a243ba2c61452284006_full.jpg,25,106,4.91,Excelente,269909
Cute High Earth Defense Club LOVE!,"Comedy, Slice of life",https://www.crunchyroll.com/cute-high-earth-defense-club-love,https://img1.ak.crunchyroll.com/i/spire3/b320cf05482edabddc2737bd427acd041420480756_full.jpg,37,105,4.35,Excelente,269909
Samurai Flamenco,"Action, Comedy, Sci-fi, Supernatural",https://www.crunchyroll.com/samurai-flamenco,https://img1.ak.crunchyroll.com/i/spire1/7c71e58f419c920cc6eb4bba744d283c1380932808_full.jpg,22,105,3.81,Bom,269909
KADO: The Right Answer,"Drama, Sci-fi, Seinen",https://www.crunchyroll.com/kado-the-right-answer,https://img1.ak.crunchyroll.com/i/spire4/ac6d2494650531e9a04a904c644bb8781491428941_full.jpg,14,104,3.85,Bom,269909
Hakkenden: Eight Dogs of the East,"Action, Fantasy, Shojo, Supernatural",https://www.crunchyroll.com/hakkenden-eight-dogs-of-the-east,https://img1.ak.crunchyroll.com/i/spire1/5fb9c1054b6ecd601122f540a2caf5a91372922899_full.jpg,26,103,4.64,Excelente,269909
Chaika –The Coffin Princess-,"Action, Adventure, Fantasy, Supernatural",https://www.crunchyroll.com/chaika-the-coffin-princess-,https://img1.ak.crunchyroll.com/i/spire2/23298af0a3c30f54877fcabaaeaf06481396999865_full.jpg,22,103,4.29,Excelente,269909
Ixion Saga DT,"Action, Fantasy",https://www.crunchyroll.com/ixion-saga-dt,https://img1.ak.crunchyroll.com/i/spire1/e47aa95a73f0b007bc1bece79ed05b981349127209_full.jpg,25,103,3.77,Bom,269909
A Certain Magical Index,"Action, Fantasy, Sci-fi",https://www.crunchyroll.com/a-certain-magical-index,https://img1.ak.crunchyroll.com/i/spire4/036c94886386a9dd8d7390d0b1cdbc5d1542154530_full.jpg,26,103,3.55,Bom,269909
BIG ORDER,"Action, Drama, Mystery, Post-apocalyptic, Thriller",https://www.crunchyroll.com/big-order,https://img1.ak.crunchyroll.com/i/spire4/97bf9cd2af93d6f5ffedd66e561afb871460068269_full.jpg,10,102,2.43,Neutro,269909
NANBAKA,"Comedy, Slice of life",https://www.crunchyroll.com/nanbaka,https://img1.ak.crunchyroll.com/i/spire4/8118cdb372b59fc25e687e9a281ec5b51487017969_full.jpg,26,101,4.44,Excelente,269909
Gabriel DropOut,"Comedy, Shonen, Slice of life, Supernatural",https://www.crunchyroll.com/gabriel-dropout,https://img1.ak.crunchyroll.com/i/spire3/361c7be62685d032771ebde63c53f2381483178237_full.jpg,12,101,4.32,Excelente,269909
Anti-Magic Academy: The 35th Test Platoon,"Action, Drama, Fantasy",https://www.crunchyroll.com/anti-magic-academy-the-35th-test-platoon,https://img1.ak.crunchyroll.com/i/spire3/117f221a9dd3d3a26d9273bc9cca47b71444308191_full.jpg,12,100,3.52,Bom,269909
Gatchaman Crowds,"Action, Sci-fi",https://www.crunchyroll.com/gatchaman-crowds,https://img1.ak.crunchyroll.com/i/spire2/55215a441ad7aa6e1f1d1c95062f25831436469807_full.jpg,13,99,4.15,Excelente,269909
Schwarzes Marken,"Action, Drama, Historical, Mecha, Post-apocalyptic, Sci-fi",https://www.crunchyroll.com/schwarzes-marken,https://img1.ak.crunchyroll.com/i/spire2/849d51d5304ca8f1350bf6c4ea1108891452032224_full.jpg,24,99,3.98,Bom,269909
Bladedance of Elementalers,"Action, Comedy, Fantasy, Harem, Romance",https://www.crunchyroll.com/bladedance-of-elementalers,https://img1.ak.crunchyroll.com/i/spire2/ae33dd128ae23ad1be9d65438f00141c1405097747_full.jpg,12,99,3.63,Bom,269909
Saki Episode of Side A,"Slice of life, Sports",https://www.crunchyroll.com/saki-episode-of-side-a,https://img1.ak.crunchyroll.com/i/spire2/2436bb3a69b352f936a1ee35352382851356120260_full.jpg,16,98,4.48,Excelente,269909
Fox Spirit Matchmaker,"Comedy, Fantasy, Romance",https://www.crunchyroll.com/fox-spirit-matchmaker,https://img1.ak.crunchyroll.com/i/spire3/b773092e4b340bf70af3483320f62aea1498686548_full.jpg,24,98,3.78,Bom,269909
