anime,Gênero do anime,anime_url,anime_img,Quantidade de episódios do anime,Votos totais do anime,Avaliação do anime,Avaliação Categoria do anime,Contagem total de votos de todos os animes
My Hero Academia,"Action, Fantasy, Shonen",https://www.crunchyroll.com/my-hero-academia,https://img1.ak.crunchyroll.com/i/spire2/cccce22d1dfaaf713284a617ee0b539a1572467883_full.jpg,86,1025,4.8,Excelente,269909
Your lie in April,"Drama, Music, Romance, Shonen",https://www.crunchyroll.com/your-lie-in-april,https://img1.ak.crunchyroll.com/i/spire3/40e6c04e05ce1efb08815b870a6d39331412797514_full.jpg,22,1014,4.85,Excelente,269909
Is It Wrong to Try to Pick Up Girls in a Dungeon?,"Adventure, Comedy, Fantasy, Harem, Romance",https://www.crunchyroll.com/is-it-wrong-to-try-to-pick-up-girls-in-a-dungeon,https://img1.ak.crunchyroll.com/i/spire4/316cad91725ebe89703b8306e95e9d941564075240_full.jpg,26,947,4.62,Excelente,269909
DARLING in the FRANXX,"Action, Drama, Mecha, Romance, Sci-fi",https://www.crunchyroll.com/darling-in-the-franxx,https://img1.ak.crunchyroll.com/i/spire4/e8e3c09f8450c3d8a90a03e2198688f61515484130_full.jpg,50,946,4.34,Excelente,269909
"Listen to Me, Girls, I’m Your Father!",Harem,https://www.crunchyroll.com/listen-to-me-girls-im-your-father,https://img1.ak.crunchyroll.com/i/spire4/ab1040e21dceb2f4866d623507dcafdd1336684022_full.jpg,12,937,4.68,Excelente,269909
BORUTO: NARUTO NEXT GENERATIONS,"Action, Adventure, Fantasy, Shonen",https://www.crunchyroll.com/boruto-naruto-next-generations,https://img1.ak.crunchyroll.com/i/spire1/ffe5a84ffeafce5f20693f7e9b6ff0151579221442_full.jpg,148,893,3.21,Bom,269909
Brave 10,Historical,https://www.crunchyroll.com/brave-10,https://img1.ak.crunchyroll.com/i/spire3/0ad95ed4fd62f25cf311c5c19d4198661325696546_full.jpg,12,892,4.64,Excelente,269909
Food Wars! Shokugeki no Soma,"Action, Comedy, Shonen",https://www.crunchyroll.com/food-wars-shokugeki-no-soma,https://img1.ak.crunchyroll.com/i/spire4/bdb7cd339117868cd6696dce922f318e1571270456_full.jpg,74,884,4.77,Excelente,269909
Demon Slayer: Kimetsu no Yaiba,"Action, Drama, Supernatural",https://www.crunchyroll.com/demon-slayer-kimetsu-no-yaiba,https://img1.ak.crunchyroll.com/i/spire3/f1fe5c7a43cb2f38f4152a58f89479821554508873_full.jpg,26,820,4.87,Excelente,269909
GOBLIN SLAYER,"Action, Adventure, Fantasy",https://www.crunchyroll.com/goblin-slayer,https://img1.ak.crunchyroll.com/i/spire4/0b07451e9b20be6c024833a762a2e6a81538837010_full.jpg,13,818,4.48,Excelente,269909
ERASED,"Drama, Mystery, Thriller",https://www.crunchyroll.com/erased,https://img1.ak.crunchyroll.com/i/spire4/3727644b109279e2cb405ac89b0f293f1452549294_full.jpg,13,797,4.86,Excelente,269909
Oreimo,"Drama, Romance, Slice of life",https://www.crunchyroll.com/oreimo,https://img1.ak.crunchyroll.com/i/spire3/71fdb236017dcba7006a08fa67bedff91365924507_full.jpg,13,795,4.42,Excelente,269909
Bodacious Space Pirates,Comedy,https://www.crunchyroll.com/bodacious-space-pirates,https://img1.ak.crunchyroll.com/i/spire3/d8a4a69bb844d45f649b427bdd8cee981324617644_full.jpg,26,791,4.66,Excelente,269909
YuruYuri,"Comedy, Slice of life",https://www.crunchyroll.com/yuruyuri,https://img1.ak.crunchyroll.com/i/spire4/3780ca878ee756a73dfeba8b63b0aa761444072040_full.jpg,36,789,4.64,Excelente,269909
No Game No Life,"Adventure, Comedy, Fantasy, Isekai, Sci-fi",https://www.crunchyroll.com/no-game-no-life,https://img1.ak.crunchyroll.com/i/spire1/5a4525c6fc5508fa27f0ed229ad2cbde1396985147_full.jpg,12,788,4.7,Excelente,269909
Akame ga Kill!,"Action, Adventure, Drama, Fantasy",https://www.crunchyroll.com/akame-ga-kill,https://img1.ak.crunchyroll.com/i/spire3/4fe71ff4ce4cf1b0d13b814d42ba51bc1404629753_full.jpg,24,767,4.27,Excelente,269909
RWBY,,https://www.crunchyroll.com/rwby,https://img1.ak.crunchyroll.com/i/spire4/3bbbf0e26ea56bf53b1f7158f2011d0a1561489064_full.jpg,102,761,4.03,Excelente,269909
Mysterious Girlfriend X,"Comedy, Romance",https://www.crunchyroll.com/mysterious-girlfriend-x,https://img1.ak.crunchyroll.com/i/spire3/69d6d92c68c58654465f62c1c903d9911505343039_full.jpg,13,733,4.69,Excelente,269909
That Time I Got Reincarnated as a Slime,"Action, Adventure, Fantasy, Isekai, Slice of life",https://www.crunchyroll.com/that-time-i-got-reincarnated-as-a-slime,https://img1.ak.crunchyroll.com/i/spire4/15a59c8efa8ea6cccb53fff530c2f1921548272848_full.jpg,27,731,4.65,Excelente,269909
Kiseijuu,"Action, Drama, Sci-fi, Seinen, Thriller",https://www.crunchyroll.com/parasyte-the-maxim-,https://img1.ak.crunchyroll.com/i/spire2/7d31dfaf49397a8cc1e490ccedea04e21422401583_full.jpg,24,717,4.75,Excelente,269909
Toradora!,"Comedy, Drama, Romance, Slice of life",https://www.crunchyroll.com/toradora,https://img1.ak.crunchyroll.com/i/spire2/0c40842ee6753a33e292ab258eb901171406587958_full.jpg,25,689,4.82,Excelente,269909
KILL la KILL,"Action, Adventure, Comedy, Drama, Mecha, Post-apocalyptic, Sci-fi, Shonen",https://www.crunchyroll.com/kill-la-kill,https://img1.ak.crunchyroll.com/i/spire3/5142ab9ed5dd56153b731de52021ac5b1379547918_full.jpg,24,682,4.6,Excelente,269909
The Ancient Magus' Bride,"Adventure, Drama, Fantasy, Romance, Slice of life, Supernatural",https://www.crunchyroll.com/the-ancient-magus-bride,https://img1.ak.crunchyroll.com/i/spire2/fcd25c135faf173a4d8a67a82b3400b71507240910_full.jpg,54,681,4.79,Excelente,269909
Fairy Tail,,https://www.crunchyroll.com/fairy-tail,https://img1.ak.crunchyroll.com/i/spire2/f4ca1a545a471a9ce6e43eef8e8d72541539734102_full.jpg,153,674,4.36,Excelente,269909
Yuri!!! on ICE,"Drama, Sports",https://www.crunchyroll.com/yuri-on-ice,https://img1.ak.crunchyroll.com/i/spire1/ef5256ff4c4090c9fd1440592f1a0a2e1500413854_full.jpg,12,673,4.83,Excelente,269909
Kuroko's Basketball,Sports,https://www.crunchyroll.com/kurokos-basketball,https://img1.ak.crunchyroll.com/i/spire1/be611b65eb36149005789b740efc7a361333664528_full.jpg,82,665,4.82,Excelente,269909
"Say ""I love you.""","Drama, Romance, Shojo, Slice of life",https://www.crunchyroll.com/say-i-love-you,https://img1.ak.crunchyroll.com/i/spire4/edbd0bb8d5722f91def4c4c8c45327431351191195_full.jpg,13,583,4.57,Excelente,269909
Log Horizon,"Action, Adventure, Drama, Fantasy, Sci-fi",https://www.crunchyroll.com/log-horizon,https://img1.ak.crunchyroll.com/i/spire4/f39842bd473e2db08ea8a1d8849c93ae1412197326_full.jpg,50,576,4.55,Excelente,269909
Working!,"Comedy, Slice of life",https://www.crunchyroll.com/wagnaria,https://img1.ak.crunchyroll.com/i/spire1/89ac3ce291c61a1d812ea7313675275e1435186540_full.jpg,14,556,4.78,Excelente,269909
Overlord,"Action, Adventure, Fantasy, Isekai, Supernatural",https://www.crunchyroll.com/overlord,https://img1.ak.crunchyroll.com/i/spire3/9e1a4846885dc3994414b608f80490781531935326_full.jpg,39,548,4.62,Excelente,269909
HAIKYU!!,"Shonen, Slice of life, Sports",https://www.crunchyroll.com/haikyu,https://img1.ak.crunchyroll.com/i/spire4/a9c1f36167964b81371db1bde94087861580166621_full.jpg,75,530,4.95,Excelente,269909
My Little Monster,"Comedy, Romance, Shojo",https://www.crunchyroll.com/my-little-monster,https://img1.ak.crunchyroll.com/i/spire1/53b073cb3b5876204ee79af4f6c451ee1349212607_full.jpg,13,524,4.53,Excelente,269909
Angel Beats,"Action, Comedy, Drama, Fantasy, Romance",https://www.crunchyroll.com/angel-beats,https://img1.ak.crunchyroll.com/i/spire2/d9a8fbeb4b5b9e2f2a0085d5d20c63df1337895779_full.jpg,13,521,4.69,Excelente,269909
KONOSUBA -God's blessing on this wonderful world!,"Adventure, Comedy, Fantasy, Isekai, Supernatural",https://www.crunchyroll.com/konosuba-gods-blessing-on-this-wonderful-world,https://img1.ak.crunchyroll.com/i/spire3/7ba81b1709a87f5ca8930229b10029a61484092235_full.jpg,44,519,4.65,Excelente,269909
Golden Time,"Comedy, Drama, Romance, Slice of life",https://www.crunchyroll.com/golden-time,https://img1.ak.crunchyroll.com/i/spire4/fc8938a7d556f9068bb8ed327c6c56351380569594_full.jpg,24,519,4.61,Excelente,269909
Dr. STONE,"Action, Adventure, Comedy, Drama, Post-apocalyptic, Sci-fi, Shonen",https://www.crunchyroll.com/dr-stone,https://img1.ak.crunchyroll.com/i/spire3/cd61320a82ff1c1ff30f08f464a97f3f1571635066_full.jpg,25,516,4.65,Excelente,269909
Berserk,"Action, Fantasy, Seinen, Supernatural",https://www.crunchyroll.com/berserk,https://img1.ak.crunchyroll.com/i/spire3/43ea3545f4cd269d77ab1459b32c23921493158315_full.jpg,26,505,3.51,Bom,269909
Mob Psycho 100,"Action, Comedy, Fantasy, Supernatural",https://www.crunchyroll.com/mob-psycho-100,https://img1.ak.crunchyroll.com/i/spire4/24452933dd3f9282b32e49f0ce5fdc5b1546985597_full.jpg,54,501,4.82,Excelente,269909
In Another World With My Smartphone,"Action, Adventure",https://www.crunchyroll.com/in-another-world-with-my-smartphone,https://img1.ak.crunchyroll.com/i/spire3/d13ced1c661c61c8f70ad6e33245c46d1522875200_full.jpg,24,500,3.46,Bom,269909
Yona of the Dawn,"Adventure, Fantasy, Romance, Shojo, Supernatural",https://www.crunchyroll.com/yona-of-the-dawn,https://img1.ak.crunchyroll.com/i/spire1/a624f140a1c8be841889d3fcca597f5a1414524144_full.jpg,24,486,4.79,Excelente,269909
GATE,"Action, Adventure, Fantasy, Seinen",https://www.crunchyroll.com/gate,https://img1.ak.crunchyroll.com/i/spire2/08918192d87bc1718efd977c683187031452280865_full.jpg,24,479,4.33,Excelente,269909
Dragon Ball Super,"Action, Fantasy, Sci-fi, Shonen",https://www.crunchyroll.com/dragon-ball-super,https://img1.ak.crunchyroll.com/i/spire3/98ea4207e23a2ea3e3af39ad641d88001533322009_full.jpg,131,479,4.24,Excelente,269909
Anohana: The Flower We Saw That Day,"Drama, Romance, Slice of life, Supernatural",https://www.crunchyroll.com/anohana-the-flower-we-saw-that-day,https://img1.ak.crunchyroll.com/i/spire4/75d87960c388efc544be093603b8e9f01406669874_full.jpg,11,477,4.82,Excelente,269909
Rascal Does Not Dream of Bunny Girl Senpai,"Comedy, Romance, Slice of life, Supernatural",https://www.crunchyroll.com/rascal-does-not-dream-of-bunny-girl-senpai,https://img1.ak.crunchyroll.com/i/spire2/9f8894f961340ccdd9464a53b14ca3bd1538572740_full.jpg,13,476,4.88,Excelente,269909
Free! Iwatobi Swim Club,"Drama, Sports",https://www.crunchyroll.com/free-iwatobi-swim-club,https://img1.ak.crunchyroll.com/i/spire3/5a459acf31a0be6fffb6207af1a9ca611532022569_full.jpg,49,474,4.64,Excelente,269909
ReLIFE,"Drama, Romance, Seinen, Slice of life",https://www.crunchyroll.com/relife,https://img1.ak.crunchyroll.com/i/spire4/06f2c7030f794acf0bfdd34e5735bd191465708255_full.jpg,17,467,4.85,Excelente,269909
Sailor Moon Crystal,"Action, Magical girls, Romance, Shojo",https://www.crunchyroll.com/sailor-moon-crystal,https://img1.ak.crunchyroll.com/i/spire2/743b1abd76bc4fbe9b6df5427a0d08fb1459904360_full.jpg,39,457,4.45,Excelente,269909
Isekai Cheat Magician,"Adventure, Fantasy, Isekai",https://www.crunchyroll.com/isekai-cheat-magician,https://img1.ak.crunchyroll.com/i/spire1/27ee54e7e9ec05447cc2d971c99fbe9b1562751577_full.jpg,12,446,2.13,Neutro,269909
The Irregular at Magic High School,"Action, Fantasy, Sci-fi, Supernatural",https://www.crunchyroll.com/the-irregular-at-magic-high-school,https://img1.ak.crunchyroll.com/i/spire3/f2ccbd8ea20320fda0f49b23bb43d2d21396649462_full.jpg,26,441,4.18,Excelente,269909
THE PROMISED NEVERLAND,"Action, Drama, Fantasy, Mystery, Post-apocalyptic, Sci-fi, Shonen, Thriller",https://www.crunchyroll.com/the-promised-neverland,https://img1.ak.crunchyroll.com/i/spire2/07f56cb3c9220952600b0975a883b0f91546997210_full.jpg,12,433,4.91,Excelente,269909
Miss Kobayashi's Dragon Maid,"Comedy, Fantasy, Romance, Slice of life",https://www.crunchyroll.com/miss-kobayashis-dragon-maid,https://img1.ak.crunchyroll.com/i/spire1/c4cf4a91a0bca77f1a0954ddd48a2e8c1532552925_full.jpg,28,428,4.72,Excelente,269909
You and Me,Slice of life,https://www.crunchyroll.com/you-and-me,https://img1.ak.crunchyroll.com/i/spire3/e7fb30f36753544de0691c836fa006291317839169_full.jpg,13,420,4.64,Excelente,269909
Rokka no Yuusha,"Action, Adventure, Fantasy, Mystery, Thriller",https://www.crunchyroll.com/rokka-braves-of-the-six-flowers-,https://img1.ak.crunchyroll.com/i/spire4/413329a7fe4baf3e48eec89117881f611436317729_full.jpg,24,417,3.91,Bom,269909
The Prince of Tennis II,Sports,https://www.crunchyroll.com/the-prince-of-tennis-ii,https://img1.ak.crunchyroll.com/i/spire4/4f1d962e1762d4009536245ba8ff21311324617556_full.jpg,20,414,4.71,Excelente,269909
Saga of Tanya the Evil,"Action, Adventure, Fantasy, Historical",https://www.crunchyroll.com/saga-of-tanya-the-evil,https://img1.ak.crunchyroll.com/i/spire1/b6cb5d2061b72df2e04e6b9678acfa631483619277_full.jpg,27,404,4.53,Excelente,269909
Aldnoah.Zero,"Action, Drama, Mecha, Sci-fi",https://www.crunchyroll.com/aldnoahzero,https://img1.ak.crunchyroll.com/i/spire3/1ee8628337834531f6427a97248129871420484061_full.jpg,25,395,4.01,Excelente,269909
Recorder and Randsell,"Comedy, Slice of life",https://www.crunchyroll.com/recorder-and-randsell,https://img1.ak.crunchyroll.com/i/spire2/e1f468b81edfa6254ae35e7a0b856ffa1529355959_full.jpg,39,392,4.31,Excelente,269909
My Love Story!!,"Comedy, Drama, Romance, Slice of life",https://www.crunchyroll.com/my-love-story,https://img1.ak.crunchyroll.com/i/spire2/5d50aa025d0e1b17999ea760a3c7d9401428519808_full.jpg,24,388,4.88,Excelente,269909
Natsume Yuujinchou 4,"Drama, Fantasy, Slice of life",https://www.crunchyroll.com/natsume-yujin-cho-4,https://img1.ak.crunchyroll.com/i/spire1/e14b0ca99c865bda94c0a491476096091327531053_full.jpg,13,385,4.91,Excelente,269909
Charlotte,"Comedy, Drama, Romance",https://www.crunchyroll.com/charlotte,https://img1.ak.crunchyroll.com/i/spire2/f67a9d25f1a79891bd8cc9e68bf6021c1435186459_full.jpg,13,378,4.51,Excelente,269909
How Not to Summon a Demon Lord,"Action, Fantasy, Harem, Romance",https://www.crunchyroll.com/how-not-to-summon-a-demon-lord,https://img1.ak.crunchyroll.com/i/spire2/0af3e3b13d3b9371c338a66878cff6151530795404_full.jpg,12,371,4.04,Excelente,269909
NARUTO Spin-Off: Rock Lee & His Ninja Pals,,https://www.crunchyroll.com/naruto-spin-off-rock-lee-his-ninja-pals,https://img1.ak.crunchyroll.com/i/spire3/759dd20c7d5ca3cc630e2d27e2a7f63e1333392499_full.jpg,51,369,4.1,Excelente,269909
Plastic Memories,"Drama, Romance, Sci-fi",https://www.crunchyroll.com/plastic-memories,https://img1.ak.crunchyroll.com/i/spire2/ad2b0b48b9f93920299b014bd70f24ed1428100037_full.jpg,13,364,4.63,Excelente,269909
Nyarko-san: Another Crawling Chaos,"Comedy, Romance",https://www.crunchyroll.com/nyarko-san-another-crawling-chaos,https://img1.ak.crunchyroll.com/i/spire4/48091c328bcf5be14d5153efedc783af1365015656_full.jpg,45,364,4.47,Excelente,269909
Death March to the Parallel World Rhapsody,"Adventure, Fantasy, Harem, Isekai, Romance, Slice of life",https://www.crunchyroll.com/death-march-to-the-parallel-world-rhapsody,https://img1.ak.crunchyroll.com/i/spire3/3b63ca8429c5bed4b645000eab5208921515627980_full.jpg,24,358,3.77,Bom,269909
Space Brothers,"Drama, Sci-fi, Slice of life",https://www.crunchyroll.com/space-brothers,https://img1.ak.crunchyroll.com/i/spire2/9b11916ae9d5d8e53323ea072fd6157e1343265507_full.jpg,99,340,4.82,Excelente,269909
From The New World,"Drama, Post-apocalyptic, Sci-fi, Supernatural, Thriller",https://www.crunchyroll.com/shin-sekai-yori-from-the-new-world,https://img1.ak.crunchyroll.com/i/spire3/b4befa6e58687a64462a3511062bbfe11348858764_full.jpg,25,339,4.66,Excelente,269909
Fullmetal Alchemist: Brotherhood,"Action, Adventure, Drama, Fantasy, Shonen, Thriller",https://www.crunchyroll.com/fullmetal-alchemist-brotherhood,https://img1.ak.crunchyroll.com/i/spire4/fabddf1040abbd18948b9aacc18011b31475523493_full.jpg,64,319,4.93,Excelente,269909
citrus,"Drama, Romance",https://www.crunchyroll.com/citrus,https://img1.ak.crunchyroll.com/i/spire1/26b65bd12651ad9588731727fae840fc1515112511_full.jpg,12,319,4.24,Excelente,269909
Black Bullet,"Action, Mystery, Post-apocalyptic, Sci-fi",https://www.crunchyroll.com/black-bullet,https://img1.ak.crunchyroll.com/i/spire2/893a35d45c053eb2171051fc591c07bc1396898246_full.jpg,13,319,4.11,Excelente,269909
Gargantia on the Verdurous Planet,"Action, Adventure, Drama, Fantasy, Mecha, Sci-fi",https://www.crunchyroll.com/gargantia-on-the-verdurous-planet,https://img1.ak.crunchyroll.com/i/spire4/bc6a6632d9a1cbf1f8b0d233c26f14901365195220_full.jpg,17,317,4.57,Excelente,269909
Twin Star Exorcists,"Action, Adventure, Fantasy, Romance, Shonen, Supernatural",https://www.crunchyroll.com/twin-star-exorcists,https://img1.ak.crunchyroll.com/i/spire2/0d9b4b1ea1fa85abd0472c0d1314c2601459549637_full.jpg,50,317,3.88,Bom,269909
The Asterisk War,"Action, Adventure, Fantasy, Harem, Sci-fi",https://www.crunchyroll.com/the-asterisk-war,https://img1.ak.crunchyroll.com/i/spire2/533750c9078ac64f7606abdbb5e62a5e1444872589_full.jpg,24,312,3.64,Bom,269909
Recovery of a MMO Junkie,"Drama, Romance, Seinen, Slice of life",https://www.crunchyroll.com/recovery-of-an-mmo-junkie,https://img1.ak.crunchyroll.com/i/spire1/f543f3ac08acc24bfebe28ac2e8ac9231507245129_full.jpg,23,308,4.72,Excelente,269909
Tsuritama,"Comedy, Slice of life",https://www.crunchyroll.com/tsuritama,https://img1.ak.crunchyroll.com/i/spire2/81768983b78e9d34c69ba21997f396e11335926055_full.jpg,12,302,4.74,Excelente,269909
Fate/stay night [Unlimited Blade Works],"Action, Drama, Fantasy, Supernatural",https://www.crunchyroll.com/fatestay-night,https://img1.ak.crunchyroll.com/i/spire2/fd6f801d77097e20eb5ffb9232de14d01430173031_full.jpg,26,300,4.51,Excelente,269909
Magi,"Action, Adventure, Fantasy, Shonen",https://www.crunchyroll.com/magi,https://img1.ak.crunchyroll.com/i/spire1/b699c3de88d10a8fe9e62febcae5a3731349386143_full.jpg,25,298,4.69,Excelente,269909
Classroom of the Elite,"Drama, Seinen, Slice of life, Thriller",https://www.crunchyroll.com/classroom-of-the-elite,https://img1.ak.crunchyroll.com/i/spire3/3f44a6efc0ab35d49cfa1a9344f7f8841499831762_full.jpg,12,297,4.47,Excelente,269909
TERRAFORMARS,"Action, Sci-fi, Seinen, Thriller",https://www.crunchyroll.com/terraformars,https://img1.ak.crunchyroll.com/i/spire4/016bf790d8da3bc62597f79c7141be391459210713_full.jpg,39,296,3.31,Bom,269909
Nisekoi,"Comedy, Romance, Shonen, Slice of life",https://www.crunchyroll.com/nisekoi,https://img1.ak.crunchyroll.com/i/spire1/0cf2bb1d8613e37f7b8913b0cc85065b1389123747_full.jpg,33,293,4.28,Excelente,269909
Poyopoyo,"Comedy, Slice of life",https://www.crunchyroll.com/poyopoyo,https://img1.ak.crunchyroll.com/i/spire2/b2ecad9b4e66b71ade0a11e357f6d9c71326174184_full.jpg,52,291,4.76,Excelente,269909
MONSTER MUSUME EVERYDAY LIFE WITH MONSTER GIRLS,"Comedy, Fantasy, Harem",https://www.crunchyroll.com/monster-musume-everyday-life-with-monster-girls,https://img1.ak.crunchyroll.com/i/spire4/6fc4e475a391d3f1293c123c650ce5571441402678_full.jpg,12,289,4.39,Excelente,269909
World Trigger,"Action, Fantasy, Sci-fi, Shonen, Supernatural",https://www.crunchyroll.com/world-trigger,https://img1.ak.crunchyroll.com/i/spire1/4bcfa1957b6785289d711849033f01b71449288307_full.jpg,73,268,4.37,Excelente,269909
Bungo Stray Dogs,"Action, Comedy, Drama, Historical, Seinen, Supernatural",https://www.crunchyroll.com/bungo-stray-dogs,https://img1.ak.crunchyroll.com/i/spire2/c33592b4651e7cccf7ec66244e0f8ee81555537663_full.jpg,63,265,4.63,Excelente,269909
Kokoro Connect,"Drama, Romance, Slice of life",https://www.crunchyroll.com/kokoro-connect,https://img1.ak.crunchyroll.com/i/spire1/3cc2a02548c242c19f668d88aa72a1ac1341524886_full.jpg,13,259,4.47,Excelente,269909
GAMERS!,"Comedy, Romance, Slice of life",https://www.crunchyroll.com/gamers,https://img1.ak.crunchyroll.com/i/spire4/8f61d08e713fc25ad54cf12079836b5f1499856494_full.jpg,12,259,3.83,Bom,269909
Monthly Girls' Nozaki-kun,"Comedy, Romance",https://www.crunchyroll.com/monthly-girls-nozaki-kun,https://img1.ak.crunchyroll.com/i/spire4/49060cb7e02dd3d338273d2530e4888f1404663731_full.jpg,12,258,4.8,Excelente,269909
Orange,"Drama, Romance, Shojo, Supernatural",https://www.crunchyroll.com/orange,https://img1.ak.crunchyroll.com/i/spire3/4052cb0ee15e76c3795319b0a08c1ecb1467466859_full.jpg,26,253,4.55,Excelente,269909
Akashic Records of Bastard Magic Instructor,"Action, Adventure, Fantasy",https://www.crunchyroll.com/akashic-records-of-bastard-magic-instructor,https://img1.ak.crunchyroll.com/i/spire2/691011d134b441ab95ca1bc0ac85095e1493152833_full.jpg,24,243,4.1,Excelente,269909
MEGALOBOX,"Drama, Sci-fi, Sports",https://www.crunchyroll.com/megalobox,https://img1.ak.crunchyroll.com/i/spire1/75c8ff7a84bac94f275d2a1c0c8f05601522906376_full.jpg,13,242,4.79,Excelente,269909
A Place Further Than the Universe,"Adventure, Seinen, Slice of life",https://www.crunchyroll.com/a-place-further-than-the-universe,https://img1.ak.crunchyroll.com/i/spire2/660c6764c4cad0ee1c344a2dc2190a031514329409_full.jpg,13,234,4.9,Excelente,269909
King's Game,"Drama, Mystery, Supernatural, Thriller",https://www.crunchyroll.com/kings-game,https://img1.ak.crunchyroll.com/i/spire3/f93fed24fab3b7e9a4b23cb375e7eac51507190163_full.jpg,12,233,2.04,Neutro,269909
Keijo!!!!!!!!,"Action, Sports",https://www.crunchyroll.com/keijo,https://img1.ak.crunchyroll.com/i/spire3/02efb5862c8f76d2d9239913c3c323d71475742970_full.jpg,12,231,4.06,Excelente,269909
Polar Bear Cafe,"Comedy, Slice of life",https://www.crunchyroll.com/polar-bear-cafe,https://img1.ak.crunchyroll.com/i/spire1/20c0f597a7017bd01c64711f49cac3e31333478264_full.jpg,50,228,4.62,Excelente,269909
Mobile Suit GUNDAM Iron Blooded Orphans,"Action, Mecha, Sci-fi",https://www.crunchyroll.com/mobile-suit-gundam-iron-blooded-orphans,https://img1.ak.crunchyroll.com/i/spire3/e9724d06d964d91e937874b67ccab1791481589502_full.jpg,50,228,4.57,Excelente,269909
Upotte!!,"Comedy, Seinen",https://www.crunchyroll.com/upotte,https://img1.ak.crunchyroll.com/i/spire3/d6f1d1a2e17e22c87063bcebe41b25731333490143_full.jpg,10,228,4.14,Excelente,269909
Yamada-kun and the Seven Witches,"Comedy, Drama, Fantasy, Harem, Romance, Slice of life, Supernatural",https://www.crunchyroll.com/yamada-kun-and-the-seven-witches,https://img1.ak.crunchyroll.com/i/spire3/f5a1c70df13361b1ffcab4f01f3628f41428603548_full.jpg,24,222,4.71,Excelente,269909
KIZNAIVER,"Drama, Romance, Sci-fi",https://www.crunchyroll.com/kiznaiver,https://img1.ak.crunchyroll.com/i/spire2/5b05d3b35d57f3ee1e676b2b1c2561941459523366_full.jpg,12,219,4.17,Excelente,269909
The Master of Ragnarok & Blesser of Einherjar,"Adventure, Fantasy, Harem, Isekai",https://www.crunchyroll.com/the-master-of-ragnarok-blesser-of-einherjar,https://img1.ak.crunchyroll.com/i/spire3/cf2965b2c053e2edc9b8b24e4c190f381530980453_full.jpg,12,217,2.3,Neutro,269909
Love Live!,"Drama, Idols, Music, Slice of life",https://www.crunchyroll.com/love-live-school-idol-project,https://img1.ak.crunchyroll.com/i/spire3/deaf323b7654b1e9d6a63b9dfb1ae8cc1532553708_full.jpg,13,216,4.64,Excelente,269909
Domestic Girlfriend,"Drama, Romance",https://www.crunchyroll.com/domestic-girlfriend,https://img1.ak.crunchyroll.com/i/spire4/e9d06c4b49db6a61f50d15d22056001f1549334227_full.jpg,12,211,4.4,Excelente,269909
Record of Grancrest War,"Action, Drama, Fantasy, Romance",https://www.crunchyroll.com/record-of-grancrest-war,https://img1.ak.crunchyroll.com/i/spire3/322ad2bbe085d7ad53beea371af5e76f1515179616_full.jpg,25,211,3.59,Bom,269909
JUNI TAISEN: ZODIAC WAR,"Action, Fantasy, Shonen, Supernatural",https://www.crunchyroll.com/juni-taisenzodiac-war,https://img1.ak.crunchyroll.com/i/spire3/5e0959a46056750b55a3da344f9800a21509568283_full.jpg,12,208,3.29,Bom,269909
Love Stage!!,"Romance, Slice of life",https://www.crunchyroll.com/love-stage,https://img1.ak.crunchyroll.com/i/spire1/d095879534187c6f57546b2aafb8b5361404912213_full.jpg,10,207,4.72,Excelente,269909
KAGUYA-SAMA: LOVE IS WAR,"Comedy, Romance, Seinen",https://www.crunchyroll.com/kaguya-sama-love-is-war,https://img1.ak.crunchyroll.com/i/spire4/faa002ac9675024246d94d4b8f4133561547263949_full.jpg,12,204,4.83,Excelente,269909
Leiji Matsumoto's OZMA,,https://www.crunchyroll.com/leiji-matsumotos-ozma,https://img1.ak.crunchyroll.com/i/spire3/68ce9afef020943e33944a0a75e571c91331943843_full.jpg,6,203,4.07,Excelente,269909
TRINITY SEVEN,"Action, Comedy, Fantasy, Harem, Romance, Shonen, Supernatural",https://www.crunchyroll.com/trinity-seven,https://img1.ak.crunchyroll.com/i/spire4/981211045a13bf64782730e577d399cd1412621473_full.jpg,14,199,4.25,Excelente,269909
Eromanga Sensei,"Harem, Romance",https://www.crunchyroll.com/eromanga-sensei,https://img1.ak.crunchyroll.com/i/spire2/6fd1a6719108981ae2d04125f0768b3d1491614015_full.jpg,12,197,3.79,Bom,269909
Himouto! Umaru-chan,"Comedy, Slice of life",https://www.crunchyroll.com/himouto-umaru-chan,https://img1.ak.crunchyroll.com/i/spire3/ab21e2b37d995124ea4a77f51f81becc1436371805_full.jpg,12,196,4.54,Excelente,269909
Ace of the Diamond,"Shonen, Slice of life, Sports",https://www.crunchyroll.com/ace-of-the-diamond,https://img1.ak.crunchyroll.com/i/spire4/0147a7268ae1c79b111c8fd62fbe8fbe1433796778_full.jpg,176,195,4.63,Excelente,269909
School-Live!,"Comedy, Drama, Mystery, Post-apocalyptic, Slice of life, Thriller",https://www.crunchyroll.com/school-live,https://img1.ak.crunchyroll.com/i/spire4/b7ce4b859fb5081ac27a54fe89ee67171446083640_full.jpg,12,195,4.52,Excelente,269909
